name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,seasons,start_season,end_season,drafted
Aguir Agau,2.0065999999999997,86.184,Guard,27.5,5,12.6,1.3,3,0.425,0.9,1.7,0.511,0.4,1.3,0.315,0.6,0.9,0.673,0.5,0.4,0.3,3.6,0.7,1.8,2.5,0.9,2,2019,2020,FALSE
Akoy Agau,2.032,108.864,Forward,16.666666666666668,2.8333333333333335,11.3,1,2.1,0.493,0.9,1.7,0.534,0.1,0.3,0.258,1.2,1.6,0.741,0.5,0.2,0.5,3.3,0.9,2,2.9,1,6,2014,2019,FALSE
Peter Agba,1.9811999999999999,95.256,Forward,1,0,10,0,4,0,0,3,0,0,1,0,0,2,0,0,0,0,0,4,0,4,0,1,2016,2016,FALSE
Reggie Agbeko,2.0065999999999997,108.864,Forward,28.5,14,18.9,2.2,3.9,0.555,2.2,3.9,0.554,0,0,1,1.2,2.1,0.573,0.3,0.3,0.3,5.6,1.5,3.4,4.9,1.4,4,2014,2017,FALSE
Danny Agbelese,2.032,97.524,Forward,33,29,22.8,2,3.7,0.548,2,3.7,0.548,0,0,0,0.9,2.2,0.417,0.4,0.3,2.8,4.9,2.1,3.8,5.9,0.6,2,2011,2012,FALSE
Christopher Agbo,2.032,124.74,Center,12,0,5.8,0.4,0.8,0.5,0.4,0.8,0.5,0,0,0,0.6,0.9,0.636,0,0.1,0.2,1.4,0.5,1.4,1.9,0.7,1,2020,2020,FALSE
Tunde Agboola,1.9304,89.3592,Guard,8.666666666666666,0,3,0.2,0.6,0.4,0.2,0.5,0.385,0,0.1,0.5,0,0.1,0,0,0.1,0.1,0.5,0.1,0.3,0.4,0.1,3,2007,2010,FALSE
Tajuan Agee,2.0574,102.06,Forward,31,28.5,29.6,4.9,10.1,0.48,4,7.8,0.516,0.9,2.4,0.363,3.3,4.4,0.757,2,1,1,13.9,1.8,5.8,7.7,3.5,2,2019,2020,FALSE
Obij Aget,2.159,99.792,Center,30.5,23.5,18.6,2.1,3.6,0.598,2.1,3.6,0.598,0,0,0,1,1.5,0.669,0.3,0.3,1.1,5.3,1.5,2.7,4.2,0.9,4,2014,2017,FALSE
Noruwa Agho,1.905,99.792,Guard,21.5,17.5,32.2,4.8,11.9,0.403,3.2,8,0.405,1.6,3.9,0.4,2.9,4.1,0.694,2.6,1.2,0.3,14,0.9,3.2,4.1,2.4,4,2009,2012,FALSE
Patrick Agho,2.032,92.988,Forward,10,0,5.6,0.6,1.2,0.468,0.6,1.2,0.468,0,0,0,0.3,0.8,0.375,0.1,0.1,0.2,1.4,0.4,0.8,1.2,0.5,4,2011,2014,FALSE
Gabe Agorioge,1.9304,105.6888,Forward,13,0,1.4,0.1,0.2,0.5,0,0.1,0,0.1,0.1,1,0.2,0.3,0.75,0.1,0,0,0.5,0.1,0,0.1,0.1,1,2018,2018,FALSE
Pietro Agostini,2.0574,101.60640000000001,Forward,19.5,0.5,8.9,0.7,1.8,0.375,0.7,1.5,0.441,0,0.3,0.077,0.3,0.5,0.571,0.1,0.2,0.1,1.7,0.6,1.5,2.1,0.3,2,2019,2020,FALSE
Jashaun Agosto,1.8034,68.04,Guard,30.5,28.5,34.1,3.8,9.1,0.415,2.8,6,0.465,1,3.1,0.319,2.3,3.2,0.711,4,0.8,0.1,10.8,0.4,2.8,3.2,2.4,4,2017,2020,FALSE
Denis Agre,2.032,113.4,Center,13.333333333333334,3,9.6,0.7,1.5,0.483,0.7,1.5,0.483,0,0,0,0.2,0.4,0.529,0.2,0.2,0.3,1.6,1,1.1,2.1,0.4,3,2009,2011,FALSE
Isaac Aguiar,2.0827999999999998,99.792,Forward,24,2,7.3,0.3,0.8,0.368,0.2,0.6,0.333,0.1,0.2,0.5,0,0.1,0,0.4,0.1,0.2,0.7,0.5,0.9,1.4,0.3,1,2020,2020,FALSE
Gabriel Aguirre,2.0827999999999998,113.4,Forward,26,6.5,16.3,1.7,3.2,0.536,1.7,3.2,0.539,0,0,0,1.5,2.5,0.597,0.5,0.2,0.1,4.9,0.9,1.8,2.8,0.9,2,2014,2015,FALSE
Nico Aguirre,1.8288,79.38,Guard,18,0,10.2,0.8,1.8,0.438,0.4,0.8,0.5,0.4,1,0.389,0.3,0.5,0.667,0.7,0.3,0,2.3,0.1,0.3,0.3,0.9,1,2020,2020,FALSE
Devon Agusi,1.8288,77.112,Guard,30,26,27.7,3.6,8.3,0.435,2.9,6.1,0.475,0.7,2.2,0.323,4.3,5.8,0.737,2.3,1.1,0,12.2,1,2.1,3.1,3,1,2014,2014,FALSE
Jefkins Agyeman-Budu,1.9558,79.38,Guard,14.5,0.5,9.1,0.4,1.8,0.245,0.2,1.3,0.184,0.2,0.5,0.4,0.2,0.4,0.385,0.2,0.4,0.1,1.3,0.4,0.5,0.9,1.1,2,2015,2016,FALSE
Maverick Ahanmisi,1.8796,86.184,Guard,31.75,2.75,11.1,0.8,2.2,0.385,0.5,1.1,0.423,0.4,1.1,0.348,0.8,1,0.727,1.1,0.4,0,2.8,0.2,0.8,1,0.9,4,2011,2014,FALSE
Bobby Ahearn,1.9811999999999999,102.06,Forward,30.25,15.5,18.9,2.3,4.6,0.504,2.1,3.9,0.531,0.3,0.7,0.36,1,1.5,0.696,0.5,0.3,0.2,6,1.4,2.4,3.8,1.2,4,2015,2018,FALSE
Kwadzo Ahelegbe,1.8796,96.6168,Guard,33.25,26.75,26.8,3.1,7.8,0.403,2.4,5.5,0.428,0.8,2.3,0.34,3,3.9,0.763,2.6,0.5,0.1,10,0.3,2.2,2.6,2.2,4,2007,2011,FALSE
David Ahern,1.8288,81.648,Guard,10,0,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0,0.2,0,0.2,0.3,0.667,0.3,0.1,0,0.6,0,0,0,0.3,1,2013,2013,FALSE
Hampus Ahlin,1.9811999999999999,97.524,Forward,10,1,7.1,0.5,1.9,0.263,0.2,0.7,0.286,0.3,1.2,0.25,0.2,0.2,1,0.1,0.2,0,1.5,0.1,0.7,0.8,0.7,1,2018,2018,FALSE
Esa Ahmad,2.032,102.06,Forward,28,26,23.6,3.2,6.8,0.464,2.8,5.6,0.502,0.4,1.3,0.296,2.5,3.8,0.664,1.7,0.9,0.6,9.3,1.7,2.6,4.3,2,4,2016,2019,FALSE
Khalil Ahmad,1.905,94.8024,Guard,29.25,22.75,29.6,5.2,12.2,0.424,3.6,7.5,0.49,1.5,4.7,0.32,3.3,4.1,0.796,1.5,1.2,0.2,15.1,0.7,3.4,4,2.1,4,2016,2019,FALSE
Abdul Ahmed,2.0827999999999998,93.8952,Forward,19.666666666666668,5.333333333333333,13.4,1.2,3.5,0.351,0.7,1.9,0.384,0.5,1.6,0.312,0.5,0.7,0.69,0.5,0.2,0.2,3.4,0.8,1.5,2.2,0.8,3,2011,2015,FALSE
Aly Ahmed,2.0574,113.4,Center,29.333333333333332,27,27.4,4.6,9.7,0.48,4.6,9.6,0.482,0,0.1,0.333,2.9,4.1,0.698,1.1,0.5,0.9,12.2,2.1,4.6,6.7,2.2,3,2014,2016,FALSE
Bashir Ahmed,2.0065999999999997,95.256,Forward,33,33,28.4,4.1,10.3,0.401,2.7,6.1,0.436,1.5,4.2,0.349,2.6,4,0.652,1.1,0.8,0.5,12.3,1.7,3.4,5.1,1.9,2,2017,2018,FALSE
Mo Ahmed,2.1844,106.596,Center,18,0,7.5,0.7,1.6,0.464,0.7,1.6,0.464,0,0,0,0.4,0.8,0.5,0,0.2,0.3,1.8,0.4,1.1,1.5,0.4,1,2018,2018,FALSE
Muhammed Ahmed,2.0065999999999997,97.524,Forward,28,1,10.3,1.4,4,0.357,1.3,3.2,0.411,0.1,0.8,0.136,0.8,1.6,0.5,0.1,0.3,0.4,3.8,1.1,1.4,2.5,0.6,1,2015,2015,FALSE
Emir Ahmedic,2.032,108.864,Forward,21,0,8,1,1.8,0.533,1,1.8,0.533,0,0,0,0.5,0.9,0.622,0.2,0.1,0.1,2.5,0.6,1.3,2,0.7,2,2018,2019,FALSE
Herve Aholode,1.9811999999999999,106.596,Forward,17.5,3.5,7.3,0.5,1.3,0.409,0.5,1.2,0.419,0,0,0,0.3,0.5,0.632,0.2,0.3,0.2,1.4,0.7,0.9,1.6,0.3,2,2015,2016,FALSE
Kyle Ahrens,1.9811999999999999,95.256,Guard,29.25,3.25,11,1.1,2.5,0.425,0.5,0.9,0.573,0.5,1.6,0.335,0.4,0.5,0.78,0.5,0.3,0,3,0.4,1.2,1.5,0.5,4,2016,2020,FALSE
Fiifi Aidoo,1.8796,90.72,Guard,30,3,14,1.4,3.9,0.368,0.8,1.6,0.485,0.6,2.2,0.284,0.7,1.1,0.698,0.9,0.6,0.2,4.2,0.6,1,1.6,0.8,2,2017,2018,FALSE
C.J. Aiken,2.0574,91.17360000000001,Forward,32.666666666666664,27.333333333333332,30.2,3.5,7.1,0.5,2.8,4.7,0.612,0.7,2.4,0.284,1.8,2.5,0.723,0.9,0.4,3.3,9.6,1.2,3.8,5,1.1,3,2011,2013,FALSE
Walt Aikens,1.8541999999999998,88.452,Guard,15,0,4.1,0.1,0.4,0.167,0.1,0.3,0.25,0,0.1,0,0.3,0.7,0.4,0,0.1,0,0.4,0.1,0.2,0.3,0,1,2012,2012,FALSE
Babajidne Aina,1.8796,81.648,Guard,18,0,2.6,0.3,0.5,0.556,0.3,0.4,0.714,0,0.1,0,0,0.3,0,0,0.2,0,0.6,0.2,0,0.2,0.1,1,2013,2013,FALSE
Crew Ainge,1.8034,81.648,Guard,17,9,10.1,0.7,2,0.343,0.6,1.1,0.553,0.1,0.9,0.069,0.3,0.5,0.556,1,0.4,0,1.7,0.2,1.3,1.4,0.8,2,2018,2019,FALSE
Ben Aird,2.0574,95.256,Center,31.25,31,30.1,4.6,9.1,0.505,4.4,8.6,0.515,0.2,0.5,0.338,2.9,4,0.715,1.3,0.9,1.5,12.3,2.3,5.9,8.2,1.4,4,2011,2014,FALSE
Jaylin Airington,1.9304,81.648,Guard,32.333333333333336,28.666666666666668,29.5,3.5,8.4,0.416,2.6,5.8,0.448,0.9,2.5,0.344,3,3.8,0.783,2,0.8,0.2,10.8,1.4,2.8,4.2,1.6,3,2015,2017,FALSE
Kanu Aja,2.0574,111.132,Forward,29.5,8.5,10.8,1.1,2.4,0.446,1.1,2.4,0.446,0,0,0,0.4,1,0.39,0.2,0.1,0.2,2.5,0.9,1.3,2.3,0.6,2,2015,2016,FALSE
Jerard Ajami,1.8796,81.648,Guard,32,17.5,16.2,0.7,2.3,0.286,0.3,1,0.313,0.3,1.3,0.263,0.5,0.9,0.569,0.9,0.4,0.1,2.2,0.5,1.5,2,0.6,2,2010,2011,FALSE
Bul Ajang,2.0827999999999998,102.06,Forward,17,2.5,9.1,0.3,1.2,0.268,0.3,1.1,0.256,0,0.1,0.5,0.4,0.6,0.545,0.3,0.1,0.1,1,0.7,1,1.7,0.6,2,2018,2019,FALSE
Josh Ajayi,1.9811999999999999,103.8744,Forward,31,28,29.3,4.9,9.3,0.526,4.4,7.9,0.557,0.5,1.4,0.347,3.4,4.7,0.727,1.2,0.7,0.5,13.6,1.9,4.8,6.7,2.2,4,2017,2020,FALSE
Junior Ajayi,1.8288,83.916,Guard,10,0,5.6,0.3,1.1,0.286,0.2,0.6,0.333,0.1,0.5,0.222,0.3,0.4,0.625,0.2,0.2,0.2,1,0.4,0.6,1,0.5,2,2009,2010,FALSE
Olalekan Ajayi,2.1082,111.132,Forward,27.333333333333332,9,16.2,0.8,1.7,0.45,0.8,1.7,0.45,0,0,0,0.7,1.2,0.57,0.2,0.5,0.4,2.2,1.5,3.1,4.5,0.8,3,2014,2016,FALSE
Nigel Ajere,1.9811999999999999,102.06,Forward,12,2,15.8,2.3,5.5,0.409,2.3,5.5,0.409,0,0,0,1.5,1.8,0.818,0.5,0.8,0.4,6,1,3,4,1.3,1,2010,2010,FALSE
Joe Ajike,1.9304,90.72,Guard,7,0,1.6,0.3,1.3,0.222,0.1,0.6,0.25,0.1,0.7,0.2,0.1,0.3,0.5,0,0,0,0.9,0.1,0.4,0.6,0.4,1,2018,2018,FALSE
Chier Ajou,2.159,111.132,Center,6,0.3333333333333333,3.9,0.2,0.6,0.273,0.1,0.6,0.2,0.1,0.1,1,0.2,0.3,0.8,0.2,0.1,0.1,0.6,0.3,0.5,0.8,0.2,3,2013,2015,FALSE
Austin Ajukwa,1.9811999999999999,92.988,Guard,21,7.6,18.3,2.1,5.2,0.403,1.4,3.3,0.429,0.7,1.9,0.359,1.3,1.6,0.786,0.5,0.7,0.3,6.1,0.5,2.1,2.6,1.2,5,2014,2018,FALSE
Jude Akabueze,2.032,117.936,Forward,7,0,4.6,0.6,1.3,0.444,0.6,1.3,0.444,0,0,0,0.6,0.9,0.667,0,0,0,1.7,0.1,0.4,0.6,1,1,2020,2020,FALSE
O'Karo Akamune,2.0065999999999997,95.256,Forward,27.333333333333332,4,12.9,1.2,2.2,0.525,1.2,2.2,0.528,0,0,0,0.6,1.3,0.481,0.4,0.5,0.4,2.9,1.4,1.8,3.2,0.7,3,2012,2014,FALSE
Dimitry Akanda-Coronel,1.9304,86.184,Guard,19.5,10.5,18.1,2.9,7.4,0.39,2,4.5,0.441,0.9,2.9,0.31,1.5,2.4,0.613,1.1,0.9,0.2,8.2,0.5,1.7,2.2,1.6,2,2013,2014,FALSE
Gary Akbar,1.9558,99.792,Guard,32,7,13.4,1,2.1,0.456,1,2.1,0.456,0,0,0,0.7,1.6,0.44,0.8,0.4,0.3,2.6,1.1,1.6,2.6,1.2,1,2015,2015,FALSE
Nicola Akele,2.0065999999999997,97.524,Forward,32,2.3333333333333335,11.7,1,2.2,0.471,0.7,1.4,0.511,0.3,0.7,0.391,0.3,0.5,0.574,0.5,0.3,0.3,2.6,0.8,1.4,2.2,0.3,3,2016,2018,FALSE
Austin Akers,1.8796,88.452,Guard,30,18,24.9,1.2,3.5,0.348,0.9,2.2,0.391,0.4,1.3,0.273,0.4,0.7,0.615,3.1,0.7,0,3.2,0.2,1.5,1.8,1.1,2,2012,2013,FALSE
Tyler Akers,1.9304,81.648,Guard,15,0.5,1.6,0.1,0.4,0.364,0.1,0.1,1,0.1,0.3,0.222,0.2,0.3,0.7,0.1,0,0,0.6,0.1,0.2,0.2,0.1,2,2014,2015,FALSE
Samson Akilo,2.032,95.256,Forward,18,9.5,6.6,0.4,0.7,0.542,0.4,0.7,0.542,0,0,0,0.1,0.2,0.667,0.1,0.1,0.1,0.8,0.3,0.5,0.8,0.4,2,2015,2016,FALSE
Bryan Akinkugbe,2.0574,102.06,Center,29,14.5,15.3,1.5,3.4,0.435,1.5,3.4,0.437,0,0,0,1.1,1.8,0.589,0.3,0.2,0.8,4.1,1.3,1.5,2.8,1.3,2,2014,2015,FALSE
Femi Akinpetide,1.9811999999999999,104.328,Forward,18.2,7.2,11,0.9,2.3,0.393,0.9,2.3,0.396,0,0,0.25,0.6,1.1,0.567,0.2,0.1,0.2,2.4,0.8,1.1,1.9,0.7,5,2009,2013,FALSE
Doyin Akintobi-Adeyeye,1.9811999999999999,106.596,Forward,7.333333333333333,0,1.4,0.2,0.6,0.385,0.2,0.6,0.385,0,0,0,0,0.2,0,0,0,0.1,0.5,0.3,0.2,0.5,0.2,3,2015,2017,FALSE
Abiola Akintola,1.9811999999999999,99.792,Forward,22,6.75,12.4,1,1.9,0.521,1,1.9,0.521,0,0,0,0.5,1,0.472,0.4,0.2,0.3,2.5,1,1.5,2.5,0.5,4,2016,2019,FALSE
Jamar Akoh,2.032,114.7608,Forward,21.6,15.2,23.2,3.1,6.1,0.511,3.1,5.9,0.52,0,0.2,0.2,2.3,3.7,0.62,1.1,0.8,0.4,8.5,1.9,3.7,5.7,1.6,5,2015,2019,FALSE
Teeng Akol,2.1082,99.792,Forward,16.6,7,13.7,2,4.4,0.46,1.8,3.7,0.495,0.2,0.7,0.283,1,1.4,0.689,0.4,0.1,1.2,5.2,1.2,1.8,3,1,5,2009,2013,FALSE
Tola Akomolafe,1.9811999999999999,95.256,Guard,23,15.5,22.9,1.5,3.7,0.405,1.2,2.4,0.495,0.3,1.3,0.237,0.8,1.1,0.706,0.7,0.9,0.3,4,1.2,2.7,3.9,1.2,2,2012,2013,FALSE
DeVaughn Akoon-Purcell,1.9558,87.9984,Guard,30,24,27.2,4.6,10.7,0.428,3.8,8,0.472,0.8,2.7,0.301,3.5,4.7,0.739,1.6,1,0.3,13.5,1.7,3.6,5.3,2.3,2,2015,2016,FALSE
Raphael Akpejiori,2.0574,109.3176,Forward,21.25,2.5,7,0.3,0.8,0.424,0.3,0.8,0.424,0,0,0,0.5,0.8,0.612,0.1,0.1,0.4,1.1,0.7,0.8,1.5,0.3,4,2011,2014,FALSE
George Akpele,2.0574,111.132,Forward,23.25,11.75,13.2,1.3,2.6,0.5,1.3,2.6,0.5,0,0,0,0.3,1,0.315,0.2,0.2,0.7,2.9,1,1.8,2.8,0.9,4,2007,2010,FALSE
Eso Akunne,1.8796,102.06,Guard,13.25,0,3.3,0.4,0.8,0.455,0.2,0.5,0.458,0.2,0.4,0.45,0.1,0.1,0.667,0.2,0,0,1,0,0.5,0.6,0.2,4,2010,2013,FALSE
Jordan Akwenuke,1.9811999999999999,88.452,Forward,28,0,9,0.5,0.8,0.619,0.5,0.8,0.619,0,0,0,0.2,0.2,0.833,0.2,0.4,0.1,1.1,0.9,1.3,2.2,0.4,1,2012,2012,FALSE
Thomas Akyazili,1.8796,81.648,Guard,31.5,1,13.3,1,3,0.314,0.7,1.8,0.378,0.3,1.3,0.225,0.6,0.9,0.627,1.5,0.4,0.2,2.8,0.2,1.1,1.3,0.9,2,2016,2017,FALSE
Sam Alabakis,2.1082,99.792,Center,31.5,24.5,18.7,1.3,2.4,0.542,1.3,2.4,0.542,0,0,0,0.7,1.1,0.577,0.1,0.2,0.3,3.3,1.1,1.8,2.9,1,2,2017,2018,FALSE
Solomon Alabi,2.159,113.8536,Center,25.666666666666668,22.666666666666668,22,3.5,6.6,0.534,3.5,6.6,0.535,0,0,0,2.1,2.9,0.745,0.4,0.5,2.1,9.1,2.1,3.3,5.4,1.7,3,2008,2010,TRUE
Bola Alade,1.9304,83.4624,Guard,11.5,0,4.7,0.4,1.7,0.263,0.3,1,0.333,0.1,0.6,0.143,0.2,0.4,0.444,0.2,0.1,0,1.1,0.3,0.3,0.6,0.3,2,2016,2017,FALSE
Edward Alade,2.0574,103.4208,Center,30,10.5,14,1.7,2.8,0.584,1.7,2.8,0.585,0,0,0,0.4,0.8,0.465,0.5,0.3,0.4,3.7,1.3,1.6,2.9,0.8,4,2014,2017,FALSE
P.J. Alawoya,2.0065999999999997,97.524,Forward,29.75,21.75,23.5,3,5.6,0.527,2.9,5.6,0.53,0,0.1,0.167,1.1,2,0.57,0.8,0.8,0.5,7.1,2.5,4.5,7,1.1,4,2008,2011,FALSE
Malik Albert,1.8541999999999998,79.38,Guard,27,0,8.1,1,2.2,0.441,0.9,1.7,0.556,0,0.5,0.071,0.6,0.9,0.708,1,0.4,0.1,2.6,0.1,0.9,1,0.7,1,2016,2016,FALSE
Bryan Alberts,1.9558,90.72,Guard,28.5,14.75,19,2.4,6.3,0.377,0.9,2.4,0.399,1.4,3.9,0.364,0.4,0.6,0.739,0.8,0.5,0.1,6.6,0.3,1.3,1.6,0.6,4,2016,2019,FALSE
Spike Albrecht,1.8034,79.38,Guard,28.8,3.8,15.8,1.1,2.8,0.399,0.5,1.2,0.425,0.6,1.6,0.379,0.7,0.8,0.865,1.9,0.5,0,3.5,0.2,1.1,1.3,0.6,5,2013,2017,FALSE
Stephen Albrecht,1.905,79.38,Guard,13.75,9,25.8,3.2,8.8,0.365,1.2,3.4,0.349,2,5.4,0.375,0.9,1.3,0.649,1.8,0.7,0.1,9.3,0.3,2.4,2.6,1.5,4,2010,2013,FALSE
Christian Albright,2.0065999999999997,108.864,Forward,17.666666666666668,4,12.8,1.5,3.7,0.415,1.2,2.6,0.478,0.3,1.1,0.271,0.4,0.7,0.629,0.8,0.4,0.3,3.8,0.7,1.9,2.6,0.9,3,2015,2017,FALSE
James Albright,1.9811999999999999,96.1632,Forward,22.5,0.5,9,1,2.7,0.366,0.7,1.6,0.405,0.3,1.1,0.306,0.4,1,0.386,0.4,0.1,0.1,2.7,0.6,0.6,1.2,0.7,2,2010,2011,FALSE
Dorian Albritton,1.9304,95.256,Forward,25,0,11.1,1.4,4.5,0.31,0.4,0.8,0.476,1,3.7,0.272,0.1,0.3,0.375,0.6,0.2,0,3.9,0.5,1,1.4,0.7,1,2013,2013,FALSE
Eddie Alcantara,1.9558,92.988,Forward,11,1,5.8,0.5,1.5,0.313,0.5,0.8,0.556,0,0.6,0,0.5,0.7,0.75,0,0.2,0.1,1.5,0.6,0.5,1.2,0.8,1,2013,2013,FALSE
Wesley Alcegaire,1.9558,83.916,Guard,17.6,13.2,20.7,3.1,7.2,0.422,1.9,4,0.486,1.1,3.3,0.345,1.2,1.9,0.669,0.8,0.5,0.3,8.5,0.7,1.9,2.6,1.3,5,2013,2017,FALSE
Marlon Alcindor,1.9304,83.916,Forward,8,0,3.8,0.6,1.8,0.357,0.1,0.6,0.2,0.5,1.1,0.444,0.4,0.5,0.75,0,0,0,2.1,0,0.3,0.3,0.1,1,2016,2016,FALSE
Shakeem Alcindor,2.032,103.4208,Forward,5,0,7.8,0.8,1.2,0.667,0.8,1.2,0.667,0,0,0,0.2,0.4,0.5,0.2,0.2,0.2,1.8,0.8,1.4,2.2,0.4,1,2019,2019,FALSE
Tyler Alderman,2.0574,106.596,Center,22.5,1,11,1,2.3,0.441,1,2.2,0.446,0,0,0,0.6,0.9,0.641,0.3,0.3,0.7,2.6,0.9,1.6,2.5,0.6,2,2013,2014,FALSE
Dylan Alderson,1.9558,92.988,Guard,29.333333333333332,7.666666666666667,15,0.9,2.3,0.405,0.6,1.2,0.49,0.4,1.2,0.32,0.5,0.7,0.661,0.7,0.4,0.1,2.7,0.4,1.4,1.9,0.7,3,2018,2020,FALSE
Cole Aldrich,2.1082,111.132,Center,37,23.666666666666668,21,3.5,6.1,0.574,3.5,6.1,0.574,0,0,0,2.3,3.2,0.729,0.6,0.5,2.3,9.4,2.3,5.5,7.7,1.2,3,2008,2010,TRUE
Jackson Aldridge,1.8288,84.8232,Guard,25.75,0.5,8.9,0.6,2,0.31,0.4,1.1,0.358,0.2,0.9,0.255,0.6,0.9,0.685,0.6,0.2,0,2.1,0.1,0.6,0.7,0.8,4,2012,2015,FALSE
Peyton Aldridge,2.0065999999999997,92.988,Forward,32.5,32,34.9,6,12.3,0.484,4.1,7.6,0.544,1.8,4.7,0.387,2.9,3.6,0.827,2.1,0.6,0.9,16.7,1.7,5.1,6.9,1.3,4,2015,2018,FALSE
Austin Alecxih,1.9558,86.184,Guard,5.333333333333333,0,3.7,0.3,1.6,0.2,0.2,0.6,0.3,0.1,0.9,0.133,0.3,0.3,0.8,0.2,0.1,0,1,0.3,0.3,0.5,0.3,3,2010,2012,FALSE
Jabari Alex,1.905,88.452,Forward,27.666666666666668,5,12.5,1.4,2.2,0.623,1.4,2.1,0.638,0,0.1,0.167,0.1,0.3,0.545,0.3,0.4,0.3,2.9,0.8,1.4,2.2,0.6,3,2015,2017,FALSE
Cliff Alexander,2.032,108.864,Forward,28,6,17.6,2.6,4.6,0.566,2.6,4.6,0.566,0,0,0,1.9,2.8,0.671,0.4,0.2,1.3,7.1,2,3.3,5.3,1,1,2015,2015,FALSE
Courtney Alexander II,2.032,92.988,Forward,30,18,20.3,1.7,3.8,0.448,1.7,3.8,0.45,0,0,0,1.4,2.7,0.492,1.4,0.7,0.6,4.8,1.7,4.1,5.8,1.9,4,2016,2019,FALSE
Daniel Alexander,2.0574,98.4312,Forward,16,6.4,21.6,2.7,6.1,0.445,1.4,2.5,0.572,1.3,3.6,0.356,1,1.1,0.854,1.4,0.5,0.8,7.6,0.7,3.4,4.1,1.3,5,2011,2015,FALSE
Deonte Alexander,1.8541999999999998,79.38,Guard,30,21.5,27.9,4.1,9.9,0.416,2.2,4.5,0.485,1.9,5.4,0.357,0.9,1.3,0.7,1.8,1.2,0.2,11.1,0.5,2.8,3.3,1.4,2,2012,2013,FALSE
Diamon Alexander,1.9811999999999999,97.524,Guard,22.5,4,8.8,0.7,2.5,0.277,0.4,1.1,0.327,0.3,1.4,0.238,0.4,0.6,0.586,0.3,0.3,0.1,2.1,0.3,0.6,1,0.5,2,2011,2012,FALSE
Dylan Alexander,1.9304,86.184,Guard,27,1,8.1,0.9,2.2,0.417,0.5,0.9,0.565,0.4,1.4,0.324,0.3,0.4,0.583,0.6,0.2,0,2.6,0.1,1,1.1,0.3,1,2014,2014,FALSE
Greg Alexander,1.9304,90.72,Guard,16.2,2.8,22.8,2.6,6.1,0.43,0.8,1.3,0.623,1.8,4.8,0.378,0.6,0.9,0.69,0.5,0.5,0.3,7.7,0.3,1.9,2.1,0.5,5,2014,2018,FALSE
Jerome Alexander,1.9811999999999999,92.5344,Forward,14,0.5,8.8,1.1,3,0.386,1.1,2.9,0.39,0,0,0,0.4,0.6,0.556,0.2,0.2,0.1,2.6,0.5,0.6,1.1,0.6,2,2013,2014,FALSE
Job Alexander,1.9304,90.72,Guard,28.5,9.5,17.6,1.8,3.9,0.449,1.7,3.7,0.465,0,0.2,0.167,1,1.8,0.548,1.5,0.7,0.1,4.6,0.7,1.1,1.8,1.2,2,2019,2020,FALSE
Justin Alexander,2.0574,97.524,Center,9,0,2.2,0.1,0.3,0.333,0.1,0.3,0.333,0,0,0,0.2,0.2,1,0.1,0,0.1,0.4,0.3,0.7,1,0.1,1,2011,2011,FALSE
Keion Alexander,2.0574,95.256,Forward,19.5,1,5.9,0.5,0.9,0.514,0.5,0.9,0.514,0,0,0,0.3,0.6,0.455,0.1,0.2,0.6,1.2,0.6,0.6,1.3,0.4,2,2017,2018,FALSE
Kurt Alexander,1.8288,87.5448,Guard,32,5.5,19.4,2.4,5.9,0.404,2,5,0.409,0.4,1,0.377,2,2.5,0.767,1.6,0.6,0.1,7.1,0.2,1.6,1.8,1.7,2,2011,2012,FALSE
Kyle Alexander,2.1082,97.524,Forward,33.75,26.25,17.8,1.8,3.1,0.587,1.8,3,0.595,0,0.1,0.357,1,1.5,0.638,0.3,0.3,1.4,4.6,2.1,2.8,4.9,0.7,4,2016,2019,FALSE
Lawrence Alexander,1.905,81.648,Guard,32.75,32.5,35.3,4.5,10.4,0.431,2.9,6.3,0.458,1.6,4.1,0.389,2.9,3.7,0.762,3.1,1,0.2,13.4,0.5,3.6,4.1,2.4,4,2012,2015,FALSE
Malachi Alexander,2.0065999999999997,98.4312,Forward,32.75,21,28.6,3.3,7.5,0.44,2.3,4.9,0.461,1,2.6,0.399,2.3,3.5,0.664,1.7,1,0.4,9.9,1.4,3.6,5,1.8,4,2014,2017,FALSE
Troy Alexander,1.8541999999999998,81.648,Guard,22,4,10,0.3,1,0.311,0.2,0.7,0.323,0.1,0.3,0.286,0.5,0.8,0.588,1,0.5,0,1.2,0.1,0.6,0.7,1.1,2,2009,2010,FALSE
Ty-Shon Alexander,1.9304,88.452,Guard,32.666666666666664,22,28.2,4.1,9.8,0.418,1.9,4,0.485,2.1,5.8,0.372,2.4,2.9,0.813,2.3,0.9,0.2,12.7,0.3,3.4,3.7,1.6,3,2018,2020,FALSE
Nickeil Alexander-Walker,1.9558,92.988,Guard,33.5,33.5,29.9,4.7,10.1,0.464,3,5.6,0.529,1.7,4.5,0.383,2.4,3.1,0.763,2.7,1.4,0.5,13.5,0.6,3.4,4,2.2,2,2018,2019,TRUE
